balance,balance_frequency,purchases,oneoff_purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,installments_purchases_frequency,cash_advance_frequency,cash_advance_trx,purchases_trx,credit_limit,payments,minimum_payments,prc_full_payment,tenure
255.629,1.0,2525.88,1640.96,884.92,0.0,1.0,0.583,1.0,0.0,0.0,47.0,6000.0,1936.908,198.598,0.417,12.0
36.236,0.455,256.11,0.0,256.11,0.0,0.417,0.0,0.417,0.0,0.0,5.0,5300.0,831.375,189.037,0.167,12.0
621.387,0.571,178.83,178.83,0.0,913.392,0.286,0.286,0.0,0.143,1.0,4.0,1200.0,96.011,128.726,0.0,7.0
2718.796,1.0,428.0,0.0,428.0,2712.077,0.75,0.0,0.667,0.083,1.0,9.0,3000.0,962.946,1299.927,0.0,12.0
1539.375,1.0,100.0,100.0,0.0,0.0,0.083,0.083,0.0,0.0,0.0,1.0,3000.0,420.283,450.303,0.0,12.0
2269.978,0.909,0.0,0.0,0.0,3617.844,0.0,0.0,0.0,0.273,4.0,0.0,3500.0,745.983,576.331,0.0,11.0
1294.145,1.0,3059.1,1836.98,1222.12,0.0,1.0,0.417,1.0,0.0,0.0,42.0,7000.0,5560.034,497.638,0.083,12.0
185.64,1.0,1703.23,1703.23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,11500.0,1449.039,183.298,1.0,12.0
14.289,0.909,275.21,0.0,275.21,0.0,1.0,0.0,1.0,0.0,0.0,18.0,7500.0,384.691,96.596,0.6,12.0
324.334,0.889,0.0,0.0,0.0,530.188,0.0,0.0,0.0,0.333,7.0,0.0,500.0,234.651,128.76,0.0,9.0
411.728,0.909,1037.82,1037.82,0.0,0.0,0.5,0.5,0.0,0.0,0.0,12.0,6500.0,1461.417,214.725,0.1,12.0
153.637,1.0,1495.41,941.41,554.0,0.0,1.0,1.0,0.25,0.0,0.0,26.0,4500.0,1345.99,163.177,0.727,12.0
374.553,1.0,279.0,0.0,279.0,0.0,0.333,0.0,0.25,0.0,0.0,4.0,1400.0,426.264,211.762,0.0,12.0
16.177,0.364,95.55,0.0,95.55,0.0,0.25,0.0,0.25,0.0,0.0,3.0,1000.0,136.962,59.907,0.0,12.0
306.115,0.455,0.0,0.0,0.0,991.835,0.0,0.0,0.0,0.083,1.0,0.0,1200.0,2653.659,155.682,0.2,12.0
1866.609,1.0,1494.5,1494.5,0.0,0.0,0.417,0.417,0.0,0.0,0.0,8.0,8500.0,2031.589,462.415,0.0,12.0
5890.808,1.0,901.6,901.6,0.0,4589.501,0.75,0.75,0.0,0.5,17.0,24.0,10750.0,1366.89,1407.884,0.0,12.0
3342.878,0.818,1368.7,1300.0,68.7,1594.328,0.083,0.083,0.083,0.083,2.0,2.0,7500.0,9614.698,1309.067,0.111,12.0
2369.297,1.0,1020.53,0.0,1020.53,157.021,0.75,0.0,0.667,0.083,1.0,12.0,2500.0,1080.871,2235.335,0.0,12.0
538.469,1.0,0.0,0.0,0.0,1766.881,0.0,0.0,0.0,0.25,8.0,0.0,8000.0,6313.311,357.784,0.1,12.0
1708.479,1.0,1406.14,993.0,413.14,0.0,1.0,0.417,0.917,0.0,0.0,27.0,6500.0,449.235,571.971,0.0,12.0
230.161,0.889,750.05,160.05,590.0,0.0,0.667,0.111,0.556,0.0,0.0,7.0,14000.0,1207.022,116.531,0.0,9.0
133.912,1.0,1446.05,544.45,901.6,0.0,1.0,0.083,1.0,0.0,0.0,16.0,3500.0,1364.121,186.241,0.833,12.0
2857.598,0.636,0.0,0.0,0.0,5423.547,0.0,0.0,0.0,0.167,3.0,0.0,6000.0,10794.668,2053.137,0.167,12.0
1117.636,1.0,0.0,0.0,0.0,97.201,0.0,0.0,0.0,0.25,3.0,0.0,1200.0,308.09,361.25,0.0,12.0
574.417,0.909,376.2,0.0,376.2,0.0,1.0,0.0,1.0,0.0,0.0,24.0,1500.0,1100.109,228.565,0.0,12.0
1671.767,1.0,1346.44,890.9,455.54,0.0,1.0,0.5,0.917,0.0,0.0,24.0,6000.0,4397.366,469.212,0.0,12.0
1199.942,1.0,1447.01,306.31,1140.7,49.913,0.917,0.167,0.917,0.083,1.0,19.0,2400.0,642.724,457.255,0.0,12.0
16.821,0.364,121.2,0.0,121.2,0.0,0.333,0.0,0.25,0.0,0.0,4.0,7000.0,310.404,275.927,1.0,12.0
1804.402,1.0,40.0,40.0,0.0,2392.282,0.083,0.083,0.0,0.25,6.0,1.0,2500.0,2459.382,679.004,0.0,12.0
425.966,1.0,2219.33,2060.5,158.83,0.0,0.417,0.083,0.333,0.0,0.0,8.0,9000.0,2268.865,211.169,0.083,12.0
600.451,1.0,351.88,104.78,247.1,445.263,0.667,0.25,0.5,0.583,13.0,10.0,800.0,785.562,378.37,0.0,12.0
26.547,0.636,224.56,0.0,224.56,0.0,0.583,0.0,0.5,0.0,0.0,7.0,3000.0,264.391,167.672,0.6,12.0
1132.282,1.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.083,1.0,0.0,1200.0,281.614,240.367,0.0,12.0
1096.992,1.0,1567.12,826.63,740.49,0.0,1.0,0.667,0.917,0.0,0.0,37.0,1200.0,993.248,571.823,0.0,12.0
15.531,0.091,0.0,0.0,0.0,1630.32,0.0,0.0,0.0,0.083,4.0,0.0,2000.0,1898.348,32.585,0.0,12.0
2490.341,1.0,2197.28,2064.28,133.0,0.0,0.833,0.75,0.333,0.0,0.0,40.0,4200.0,775.676,795.224,0.0,12.0
2997.999,1.0,288.4,0.0,288.4,931.972,0.75,0.0,0.75,0.167,2.0,9.0,9000.0,1733.214,705.163,0.0,12.0
60.521,0.8,469.0,0.0,469.0,0.0,0.6,0.0,0.5,0.0,0.0,6.0,1000.0,541.359,115.031,0.833,10.0
1475.973,1.0,181.63,181.63,0.0,2252.748,0.917,0.917,0.0,0.5,17.0,13.0,1800.0,2588.46,960.647,0.083,12.0
5878.663,1.0,1230.08,1000.0,230.08,4665.558,1.0,0.083,1.0,0.667,24.0,13.0,6500.0,2535.481,2434.435,0.0,12.0
4270.148,0.889,363.0,363.0,0.0,5307.323,0.111,0.111,0.0,0.556,11.0,2.0,5500.0,1250.695,2070.907,0.0,9.0
23.262,0.636,252.0,0.0,252.0,0.0,0.583,0.0,0.583,0.0,0.0,7.0,2500.0,430.487,151.394,1.0,12.0
55.742,0.818,963.35,300.0,663.35,0.0,0.75,0.083,0.583,0.0,0.0,11.0,14000.0,1062.303,142.613,0.7,12.0
716.971,1.0,378.35,0.0,378.35,801.879,1.0,0.0,0.857,0.429,8.0,7.0,1000.0,211.734,317.665,0.0,7.0
259.218,0.818,2844.3,544.3,2300.0,0.0,0.667,0.333,0.417,0.0,0.0,12.0,2500.0,2733.78,165.185,0.167,12.0
2811.487,1.0,692.52,692.52,0.0,637.084,1.0,1.0,0.0,0.25,5.0,13.0,3000.0,1848.538,2532.728,0.0,12.0
1615.969,1.0,270.0,0.0,270.0,2592.263,0.5,0.0,0.417,0.667,11.0,6.0,6000.0,3434.362,364.335,0.111,12.0
76.096,0.909,71.22,0.0,71.22,0.0,0.25,0.0,0.25,0.0,0.0,3.0,1500.0,216.059,159.479,0.0,12.0
468.139,0.545,0.0,0.0,0.0,1478.625,0.0,0.0,0.0,0.083,1.0,0.0,1500.0,3198.435,260.253,0.25,12.0
334.127,0.818,0.0,0.0,0.0,1783.363,0.0,0.0,0.0,0.417,10.0,0.0,1400.0,1811.558,176.978,0.182,12.0
8260.826,1.0,3709.71,2420.76,1288.95,2379.462,1.0,0.667,1.0,0.833,47.0,79.0,8500.0,6847.476,7793.867,0.0,12.0
118.942,0.286,1250.0,0.0,1250.0,0.0,0.714,0.0,0.714,0.0,0.0,5.0,3000.0,1130.438,127.592,0.0,7.0
765.147,0.5,0.0,0.0,0.0,2907.521,0.0,0.0,0.0,0.375,13.0,0.0,2500.0,1852.897,514.143,0.0,8.0
3558.143,1.0,4689.03,4071.13,617.9,0.0,0.917,0.833,0.75,0.0,0.0,39.0,5000.0,1078.202,992.398,0.0,12.0
1299.826,1.0,599.74,524.5,75.24,160.707,0.25,0.083,0.167,0.167,2.0,5.0,1500.0,589.628,489.937,0.0,12.0
1465.716,1.0,555.71,113.45,442.26,1304.05,1.0,0.167,0.917,0.25,4.0,16.0,1800.0,566.365,585.809,0.0,12.0
1088.568,1.0,436.8,150.0,286.8,0.0,1.0,0.167,1.0,0.0,0.0,16.0,1000.0,363.126,1618.006,0.0,12.0
2048.574,1.0,3111.44,1671.09,1440.35,0.0,1.0,0.5,1.0,0.0,0.0,50.0,6000.0,1648.507,685.226,0.0,12.0
1337.574,1.0,0.0,0.0,0.0,36.474,0.0,0.0,0.0,0.083,1.0,0.0,3000.0,395.385,324.285,0.0,12.0
898.253,0.857,165.5,165.5,0.0,1157.345,0.286,0.286,0.0,0.143,1.0,5.0,1200.0,375.84,481.804,0.0,7.0
0.673,0.091,388.54,0.0,388.54,0.0,0.417,0.0,0.417,0.0,0.0,5.0,12000.0,377.974,24.499,0.0,12.0
1571.219,1.0,375.24,375.24,0.0,1093.863,0.7,0.7,0.0,0.4,9.0,8.0,1700.0,824.975,563.476,0.0,10.0
143.026,1.0,1312.35,1312.35,0.0,0.0,0.917,0.917,0.0,0.0,0.0,12.0,300.0,1212.601,178.467,0.5,12.0
77.866,0.545,1403.34,0.0,1403.34,0.0,0.5,0.0,0.5,0.0,0.0,6.0,4000.0,1865.58,95.577,0.636,12.0
1049.769,1.0,171.65,55.0,116.65,0.0,0.417,0.083,0.333,0.0,0.0,6.0,1200.0,256.699,381.651,0.0,12.0
111.903,1.0,1554.86,1499.12,55.74,0.0,0.833,0.833,0.083,0.0,0.0,25.0,4000.0,1411.674,128.36,0.273,12.0
5036.763,1.0,3393.73,1702.72,1691.01,0.0,1.0,0.833,1.0,0.0,0.0,71.0,10000.0,1331.176,1206.791,0.0,12.0
203.63,0.455,0.0,0.0,0.0,589.992,0.0,0.0,0.0,0.167,2.0,0.0,3000.0,314.843,185.626,0.0,12.0
1000.931,1.0,0.0,0.0,0.0,374.2,0.0,0.0,0.0,0.083,1.0,0.0,1200.0,304.037,290.949,0.0,12.0
390.551,1.0,1261.99,1141.99,120.0,0.0,0.5,0.417,0.417,0.0,0.0,16.0,3000.0,18.497,1151.777,0.0,12.0
62.209,0.091,782.88,782.88,0.0,0.0,0.083,0.083,0.0,0.0,0.0,2.0,3000.0,2941.3,280.618,0.0,12.0
5481.095,1.0,249.75,0.0,249.75,755.926,0.25,0.0,0.167,0.25,5.0,3.0,6000.0,1715.682,1700.897,0.0,12.0
10.118,0.1,0.0,0.0,0.0,197.522,0.0,0.0,0.0,0.1,1.0,0.0,1500.0,648.301,148.644,0.0,10.0
1954.92,1.0,1016.34,1016.34,0.0,0.0,0.333,0.333,0.0,0.0,0.0,9.0,7500.0,481.56,595.65,0.0,12.0
51.162,0.25,736.72,736.72,0.0,0.0,0.5,0.5,0.0,0.0,0.0,5.0,4500.0,1665.892,54.443,1.0,8.0
1510.112,1.0,1895.25,541.57,1353.68,0.0,1.0,0.167,0.75,0.0,0.0,23.0,9000.0,1711.895,313.132,0.0,12.0
22.987,0.455,200.0,0.0,200.0,0.0,0.364,0.0,0.364,0.0,0.0,4.0,2000.0,490.148,161.906,0.0,11.0
1685.021,1.0,0.0,0.0,0.0,243.614,0.0,0.0,0.0,0.083,1.0,0.0,1800.0,559.557,335.732,0.0,12.0
564.027,1.0,1007.4,941.82,65.58,0.0,0.5,0.5,0.083,0.0,0.0,11.0,2000.0,506.931,198.495,0.0,12.0
185.396,1.0,0.0,0.0,0.0,842.457,0.0,0.0,0.0,0.364,7.0,0.0,1000.0,117.543,137.691,0.0,11.0
9206.812,1.0,874.98,350.0,524.98,4653.693,0.75,0.083,0.667,0.333,9.0,16.0,12500.0,2055.101,2199.078,0.0,12.0
5478.956,1.0,0.0,0.0,0.0,2925.737,0.0,0.0,0.0,0.417,6.0,0.0,6500.0,1109.464,1961.997,0.0,12.0
1026.201,1.0,0.0,0.0,0.0,244.888,0.0,0.0,0.0,0.167,2.0,0.0,1200.0,440.52,320.384,0.0,12.0
1518.814,1.0,2110.98,1748.98,362.0,0.0,0.9,0.5,0.6,0.0,0.0,20.0,1700.0,663.895,555.397,0.0,10.0
254.26,1.0,2184.72,0.0,2184.72,0.0,1.0,0.0,1.0,0.0,0.0,41.0,4000.0,1889.297,188.393,0.5,12.0
131.069,1.0,1315.39,313.08,1002.31,0.0,1.0,1.0,1.0,0.0,0.0,50.0,3500.0,1123.656,182.237,1.0,12.0
34.049,1.0,181.62,0.0,181.62,0.0,0.857,0.0,0.714,0.0,0.0,6.0,1500.0,135.188,101.82,0.6,7.0
660.398,1.0,776.89,698.99,77.9,0.0,0.167,0.083,0.083,0.0,0.0,2.0,1500.0,487.294,215.008,0.0,12.0
1832.54,1.0,1311.8,1076.16,235.64,0.0,0.75,0.5,0.417,0.0,0.0,30.0,2500.0,384.218,652.773,0.0,12.0
6369.896,1.0,335.68,0.0,335.68,2607.531,0.667,0.0,0.583,0.5,7.0,8.0,9000.0,1592.064,1497.715,0.0,12.0
1068.032,0.727,98.97,0.0,98.97,0.0,0.417,0.0,0.417,0.0,0.0,5.0,2500.0,3594.99,445.216,0.0,12.0
92.326,1.0,371.16,0.0,371.16,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2000.0,205.805,170.368,0.167,12.0
3573.584,0.889,2513.46,2513.46,0.0,6181.234,0.222,0.222,0.0,0.444,12.0,6.0,9000.0,4776.371,836.641,0.0,9.0
1149.16,1.0,30.6,30.6,0.0,112.386,0.083,0.083,0.0,0.25,3.0,1.0,3000.0,3169.388,510.304,0.0,12.0
9.963,0.545,99.19,0.0,99.19,0.0,0.5,0.0,0.5,0.0,0.0,7.0,4000.0,209.015,147.337,0.167,12.0
20.595,1.0,320.64,0.0,320.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,4000.0,273.84,168.038,0.417,12.0
668.103,1.0,4943.92,2300.09,2643.83,0.0,1.0,0.917,1.0,0.0,0.0,52.0,7000.0,4869.034,199.728,1.0,12.0
1248.333,1.0,478.32,198.0,280.32,157.206,0.583,0.083,0.417,0.083,2.0,8.0,4000.0,1429.177,360.158,0.0,12.0
837.631,1.0,0.0,0.0,0.0,867.928,0.0,0.0,0.0,0.083,1.0,0.0,1000.0,47.144,5413.386,0.0,12.0
6329.587,0.714,0.0,0.0,0.0,5489.844,0.0,0.0,0.0,0.571,6.0,0.0,14600.0,18091.013,1513.375,0.25,7.0
269.966,0.636,0.0,0.0,0.0,1579.555,0.0,0.0,0.0,0.167,2.0,0.0,3000.0,2097.898,272.284,0.125,12.0
1235.224,1.0,637.28,10.0,627.28,0.0,1.0,0.083,0.917,0.0,0.0,13.0,1500.0,742.382,703.203,0.0,12.0
930.286,1.0,3039.16,439.16,2600.0,0.0,1.0,1.0,0.917,0.0,0.0,26.0,2500.0,2991.9,548.88,0.083,12.0
7886.777,1.0,0.0,0.0,0.0,12876.044,0.0,0.0,0.0,0.455,20.0,0.0,12000.0,11080.962,2275.686,0.091,11.0
1259.179,1.0,99.77,54.13,45.64,0.0,0.167,0.167,0.083,0.0,0.0,4.0,1500.0,643.172,281.092,0.0,12.0
490.16,1.0,3530.93,2416.31,1114.62,0.0,1.0,0.75,0.667,0.0,0.0,23.0,4000.0,2959.201,219.113,0.0,12.0
190.651,1.0,1954.08,776.49,1177.59,0.0,1.0,0.583,1.0,0.0,0.0,64.0,4000.0,2012.697,177.147,1.0,12.0
862.072,1.0,0.0,0.0,0.0,920.31,0.0,0.0,0.0,0.083,1.0,0.0,4000.0,2236.89,214.828,0.083,12.0
261.946,0.909,1215.64,145.0,1070.64,0.0,0.5,0.167,0.417,0.0,0.0,15.0,6500.0,573.281,285.852,0.0,12.0
31.973,0.545,94.53,94.53,0.0,0.0,0.083,0.083,0.0,0.0,0.0,2.0,2100.0,114.615,140.17,0.0,12.0
69.336,0.545,211.87,211.87,0.0,0.0,0.083,0.083,0.0,0.0,0.0,1.0,1400.0,435.005,133.988,0.0,12.0
2173.971,1.0,0.0,0.0,0.0,1192.786,0.0,0.0,0.0,0.25,4.0,0.0,2400.0,445.866,1043.148,0.0,12.0
188.425,1.0,1576.35,1063.85,512.5,0.0,0.833,0.833,0.333,0.0,0.0,20.0,6500.0,1271.234,176.002,0.25,12.0
31.871,0.636,125.06,0.0,125.06,0.0,0.5,0.0,0.5,0.0,0.0,6.0,1000.0,264.437,149.608,0.0,12.0
21.928,0.909,190.45,190.45,0.0,49.196,0.167,0.167,0.0,0.083,1.0,2.0,8500.0,155.61,66.466,0.0,12.0
1283.402,1.0,1286.34,0.0,1286.34,0.0,1.0,0.0,1.0,0.0,0.0,35.0,2100.0,1470.712,2972.478,0.0,12.0
32.945,1.0,185.8,0.0,185.8,0.0,1.0,0.0,0.9,0.0,0.0,10.0,1000.0,101.817,142.427,0.625,10.0
316.095,1.0,89.96,0.0,89.96,0.0,0.417,0.0,0.417,0.0,0.0,5.0,4700.0,301.154,202.37,0.0,12.0
766.491,1.0,799.92,0.0,799.92,0.0,1.0,0.0,1.0,0.0,0.0,24.0,5200.0,1351.417,250.549,0.0,12.0
253.64,0.909,2607.88,1142.96,1464.92,73.579,0.833,0.833,0.667,0.083,1.0,43.0,4000.0,1954.785,154.584,0.583,12.0
814.269,0.875,0.0,0.0,0.0,1175.359,0.0,0.0,0.0,0.125,1.0,0.0,1200.0,257.188,205.446,0.0,8.0
6733.588,1.0,280.0,0.0,280.0,3048.092,1.0,0.0,0.917,0.5,9.0,12.0,11000.0,1713.576,1609.512,0.0,12.0
5.197,0.545,68.02,0.0,68.02,0.0,0.5,0.0,0.5,0.0,0.0,6.0,4000.0,125.516,97.363,0.5,12.0
35.8,0.5,0.0,0.0,0.0,109.9,0.0,0.0,0.0,0.25,2.0,0.0,500.0,152.96,112.14,0.0,8.0
793.856,1.0,1478.93,1478.93,0.0,0.0,0.333,0.333,0.0,0.0,0.0,10.0,1200.0,723.96,474.254,0.0,12.0
2903.779,1.0,360.3,112.61,247.69,3501.657,0.417,0.083,0.333,0.5,10.0,7.0,11500.0,3014.036,662.407,0.0,12.0
1064.308,1.0,1067.32,242.38,824.94,3608.382,0.833,0.25,0.667,0.083,1.0,13.0,6000.0,4770.999,289.34,0.083,12.0
260.839,1.0,2854.11,1797.96,1056.15,0.0,1.0,0.833,0.917,0.0,0.0,51.0,9500.0,2437.333,176.283,1.0,12.0
5852.751,1.0,722.8,269.0,453.8,5817.204,0.5,0.083,0.417,0.417,10.0,8.0,9000.0,1771.136,1789.579,0.0,12.0
259.467,0.909,646.24,646.24,0.0,0.0,0.083,0.083,0.0,0.0,0.0,1.0,10000.0,540.022,183.086,0.0,12.0
76.631,1.0,406.78,406.78,0.0,0.0,0.273,0.273,0.0,0.0,0.0,3.0,7500.0,593.46,114.512,0.2,11.0
1646.385,1.0,1047.34,1047.34,0.0,146.65,0.583,0.583,0.0,0.167,2.0,51.0,3000.0,462.848,497.409,0.0,12.0
3120.739,1.0,0.0,0.0,0.0,6125.592,0.0,0.0,0.0,0.417,12.0,0.0,4800.0,3040.971,940.054,0.2,12.0
41.089,0.455,519.0,0.0,519.0,0.0,0.417,0.0,0.333,0.0,0.0,8.0,2500.0,254.591,73.203,0.25,12.0
1425.606,1.0,103.0,103.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,2.0,1500.0,590.372,516.506,0.0,12.0
361.319,1.0,3095.96,1383.56,1712.4,0.0,1.0,0.917,0.833,0.0,0.0,32.0,14000.0,4003.783,197.187,0.583,12.0
1806.845,1.0,0.0,0.0,0.0,3525.727,0.0,0.0,0.0,0.583,24.0,0.0,6000.0,587.553,608.345,0.0,12.0
557.277,1.0,3739.78,3436.23,303.55,0.0,0.833,0.833,0.25,0.0,0.0,28.0,1500.0,3530.132,190.985,0.25,12.0
1492.04,1.0,4106.15,2688.46,1417.69,734.816,0.333,0.25,0.417,0.083,1.0,50.0,12000.0,9678.173,606.899,0.5,12.0
126.159,1.0,144.9,144.9,0.0,0.0,0.25,0.25,0.0,0.0,0.0,6.0,450.0,1307.853,1336.106,0.333,12.0
899.196,0.909,921.94,256.1,665.84,5903.784,0.917,0.25,0.833,0.333,6.0,20.0,5000.0,6368.638,288.469,0.091,12.0
1164.126,1.0,0.0,0.0,0.0,3087.005,0.0,0.0,0.0,0.25,5.0,0.0,3500.0,244.853,748.671,0.0,12.0
542.051,1.0,4896.9,721.46,4175.44,960.975,1.0,0.417,0.917,0.083,2.0,64.0,2500.0,5338.902,173.183,1.0,12.0
48.068,0.7,788.08,448.0,340.08,0.0,0.8,0.2,0.5,0.0,0.0,10.0,13000.0,689.403,85.609,0.556,10.0
52.23,1.0,565.5,0.0,565.5,101.137,1.0,0.0,1.0,0.083,1.0,14.0,8500.0,2768.796,199.804,0.25,12.0
423.972,0.455,0.0,0.0,0.0,1677.787,0.0,0.0,0.0,0.333,4.0,0.0,1500.0,316.451,110.828,0.0,12.0
9.725,0.273,158.34,0.0,158.34,0.0,0.333,0.0,0.333,0.0,0.0,4.0,6000.0,182.176,55.48,0.364,12.0
1663.967,1.0,0.0,0.0,0.0,2123.721,0.0,0.0,0.0,0.333,9.0,0.0,2500.0,1566.483,391.115,0.0,12.0
1253.29,1.0,138.0,55.0,83.0,0.0,0.083,0.083,0.083,0.0,0.0,2.0,9000.0,302.161,414.143,0.0,12.0
9047.622,1.0,11188.62,6099.16,5089.46,0.0,1.0,0.75,1.0,0.0,0.0,151.0,10000.0,11994.418,8517.259,0.0,12.0
468.693,1.0,4930.68,4012.0,918.68,0.0,1.0,0.417,1.0,0.0,0.0,40.0,12000.0,4552.742,217.938,0.833,12.0
2329.869,1.0,1497.2,1301.26,195.94,0.0,0.333,0.25,0.083,0.0,0.0,5.0,7000.0,1453.119,632.473,0.0,12.0
11.902,0.818,0.0,0.0,0.0,482.993,0.0,0.0,0.0,0.083,1.0,0.0,3000.0,727.93,5.038,0.143,12.0
8.849,0.455,220.99,0.0,220.99,0.0,0.917,0.0,0.833,0.0,0.0,11.0,1000.0,286.305,52.843,0.125,12.0
8.799,0.455,1591.48,218.8,1372.68,0.0,0.833,0.25,0.667,0.0,0.0,23.0,2000.0,1496.045,72.016,0.2,12.0
1678.594,1.0,1846.81,1846.81,0.0,0.0,0.625,0.625,0.0,0.0,0.0,18.0,3500.0,350.647,297.504,0.0,8.0
5317.784,1.0,0.0,0.0,0.0,5833.697,0.0,0.0,0.0,0.417,8.0,0.0,6500.0,3154.862,1369.776,0.0,12.0
1811.878,1.0,900.0,0.0,900.0,99.276,0.667,0.0,0.667,0.083,1.0,12.0,1700.0,1147.826,1998.401,0.0,12.0
3106.854,1.0,0.0,0.0,0.0,3043.478,0.0,0.0,0.0,0.417,11.0,0.0,6000.0,702.156,1069.874,0.0,12.0
1289.327,1.0,892.0,563.0,329.0,0.0,0.583,0.25,0.25,0.0,0.0,14.0,3500.0,655.144,360.637,0.0,12.0
17.82,0.545,123.72,0.0,123.72,0.0,0.333,0.0,0.333,0.0,0.0,4.0,3000.0,270.59,133.761,0.429,12.0
478.835,1.0,1060.99,1040.99,20.0,0.0,0.167,0.083,0.083,0.0,0.0,4.0,1300.0,1162.79,208.56,0.0,12.0
631.859,0.545,75.25,0.0,75.25,0.0,0.333,0.0,0.333,0.0,0.0,5.0,1200.0,1458.644,230.666,0.0,12.0
2827.367,1.0,678.32,195.0,483.32,175.567,0.333,0.083,0.25,0.083,1.0,9.0,3000.0,1223.236,1933.376,0.0,12.0
3993.255,1.0,2049.97,843.7,1206.27,373.339,1.0,0.583,1.0,0.333,5.0,68.0,5200.0,1089.826,974.979,0.0,12.0
263.637,0.727,1350.7,1060.7,290.0,0.0,0.667,0.5,0.25,0.0,0.0,17.0,1500.0,837.745,196.199,0.0,12.0
1441.679,1.0,0.0,0.0,0.0,914.794,0.0,0.0,0.0,0.083,1.0,0.0,6500.0,568.213,308.892,0.0,12.0
1113.397,1.0,2701.58,2626.58,75.0,0.0,0.583,0.5,0.083,0.0,0.0,8.0,1500.0,2456.996,1653.337,0.0,12.0
181.275,0.4,192.23,192.23,0.0,1209.773,0.3,0.3,0.0,0.3,10.0,5.0,2000.0,1088.224,138.292,0.0,10.0
1364.39,1.0,786.0,646.0,140.0,0.0,0.5,0.167,0.417,0.0,0.0,10.0,5000.0,599.436,323.619,0.0,12.0
634.521,0.667,0.0,0.0,0.0,1176.862,0.0,0.0,0.0,0.333,4.0,0.0,1200.0,80.191,199.745,0.0,6.0
4603.402,1.0,0.0,0.0,0.0,7665.093,0.0,0.0,0.0,0.917,21.0,0.0,14000.0,9874.466,1168.006,0.083,12.0
7442.599,1.0,1080.0,0.0,1080.0,3968.684,0.667,0.0,0.667,0.25,29.0,24.0,8500.0,4365.059,6019.766,0.0,12.0
22.689,0.818,360.6,160.6,200.0,0.0,0.667,0.167,0.417,0.0,0.0,9.0,4500.0,415.619,144.897,0.857,12.0
1204.102,1.0,1658.81,45.65,1613.16,804.558,1.0,0.083,1.0,0.083,4.0,49.0,1000.0,3051.991,3497.895,0.083,12.0
483.423,1.0,1196.35,738.41,457.94,0.0,0.75,0.5,0.333,0.0,0.0,17.0,5000.0,1789.757,170.787,0.083,12.0
190.962,1.0,2161.22,2161.22,0.0,0.0,0.75,0.75,0.0,0.0,0.0,24.0,5000.0,1663.049,148.79,0.222,12.0
1540.077,1.0,0.0,0.0,0.0,3490.33,0.0,0.0,0.0,0.583,16.0,0.0,4000.0,383.057,394.763,0.0,12.0
368.319,0.909,8053.95,8053.95,0.0,0.0,0.833,0.833,0.0,0.0,0.0,46.0,2000.0,7966.582,219.761,0.778,12.0
242.902,0.636,790.39,540.77,249.62,3866.41,0.75,0.167,0.583,0.333,7.0,16.0,10000.0,3774.472,121.143,0.3,12.0
413.331,1.0,0.0,0.0,0.0,708.628,0.0,0.0,0.0,0.778,11.0,0.0,500.0,453.051,131.545,0.0,9.0
699.587,1.0,796.11,796.11,0.0,0.0,0.083,0.083,0.0,0.0,0.0,1.0,6000.0,807.665,1559.811,0.0,12.0
258.837,1.0,831.6,0.0,831.6,0.0,1.0,0.0,1.0,0.0,0.0,51.0,2500.0,366.155,173.631,0.0,12.0
5088.217,1.0,4381.86,2825.56,1556.3,951.295,1.0,1.0,0.667,0.083,1.0,50.0,7000.0,2410.061,1205.692,0.0,12.0
2284.316,1.0,239.26,0.0,239.26,2794.719,0.75,0.0,0.75,0.25,3.0,9.0,3000.0,1918.746,504.077,0.0,12.0
39.469,0.636,418.97,0.0,418.97,0.0,1.0,0.0,1.0,0.0,0.0,30.0,3000.0,655.157,109.866,0.0,12.0
1421.169,1.0,0.0,0.0,0.0,37.44,0.0,0.0,0.0,0.2,2.0,0.0,1500.0,224.088,481.629,0.0,10.0
5368.571,1.0,0.0,0.0,0.0,798.95,0.0,0.0,0.0,0.364,4.0,0.0,6000.0,1422.727,1657.003,0.0,11.0
42.464,0.545,396.0,0.0,396.0,0.0,0.5,0.0,0.417,0.0,0.0,12.0,1200.0,725.606,140.809,1.0,12.0
1890.947,1.0,0.0,0.0,0.0,4561.09,0.0,0.0,0.0,0.25,7.0,0.0,2500.0,4847.513,507.635,0.091,12.0
1756.206,1.0,0.0,0.0,0.0,1468.35,0.0,0.0,0.0,0.25,15.0,0.0,3000.0,324.251,705.81,0.0,12.0
236.997,0.727,0.0,0.0,0.0,3806.179,0.0,0.0,0.0,0.667,41.0,0.0,1000.0,4609.778,139.365,0.6,12.0
25.615,0.545,146.5,146.5,0.0,0.0,0.417,0.417,0.0,0.0,0.0,5.0,500.0,287.288,142.251,0.0,12.0
2046.307,1.0,1942.39,1608.95,333.44,1488.711,1.0,0.833,0.667,0.167,4.0,26.0,4000.0,1400.973,455.334,0.0,12.0
